PWSSWGT,age,sex,education,marital_status,race,state_fips,metro_status,cbsa_code,labor_force_status_major,industry_major_recode,PRMJOCC1,hourly_earnings,use_laptop,use_desktop,use_tablet,use_smartphone,internet_at_home,internet_at_work,internet_at_school,internet_at_cafe,internet_while_traveling,HXINLICO,internet_elsewhere_home,internet_other_places,is_random_respondent,internet_usage_count,internet_user
7042667,41,1,39,6,16,11,1,47900,1,9,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
6366118,47,1,39,4,1,11,1,47900,1,12,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8409002,42,2,38,6,2,11,1,47900,6,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
4612581,29,1,44,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9332691,36,1,43,4,2,11,1,47900,1,5,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
54199782,46,1,43,1,1,12,1,33100,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
40152863,46,2,43,1,1,12,1,33100,1,9,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
64900907,37,1,44,1,1,12,1,27260,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
54709042,37,2,43,1,1,12,1,27260,4,7,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
50548844,51,2,40,1,1,12,1,27260,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
58140355,46,1,42,1,1,12,1,27260,2,5,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
53092977,45,2,43,1,1,12,1,27260,2,11,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
39509600,35,2,41,6,1,12,1,29460,1,8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44809797,39,2,44,1,1,12,1,45300,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
48675101,41,1,46,1,1,12,1,45300,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
49615612,27,1,39,6,1,12,1,36740,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44106040,51,1,39,1,1,12,1,36740,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41074935,50,2,43,3,1,12,1,37860,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44195108,34,2,43,1,1,12,1,36740,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
51291407,33,1,41,1,1,12,1,36740,1,11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
55231479,43,1,39,1,5,12,1,36740,1,3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
48373448,33,2,42,1,5,12,1,36740,1,12,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
49113730,40,2,40,4,1,12,1,36740,5,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
44568832,39,2,40,6,1,12,1,36740,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
40456475,52,2,40,1,1,12,1,45300,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
54252975,43,1,40,1,1,12,1,45300,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
44613738,33,2,43,1,1,12,1,37860,1,12,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
47103145,35,1,43,1,1,12,1,37860,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44177526,43,1,39,4,1,12,1,35840,1,11,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
39127675,45,1,39,6,1,12,1,35840,1,11,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
51652225,30,2,36,1,1,12,1,36740,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
47780413,33,1,39,1,1,12,1,36740,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
45269900,54,1,43,4,1,13,2,0,1,13,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
54592091,43,1,39,1,1,13,1,12060,1,12,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
50702106,42,2,39,1,1,13,1,12060,1,4,9,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
110892785,42,1,44,1,2,13,1,12060,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
80313959,41,2,44,1,2,13,1,12060,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
51545906,32,1,39,6,1,13,1,12060,6,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
40152308,43,2,39,1,1,13,2,0,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
43226763,46,1,39,1,1,13,2,0,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
61287033,30,1,40,4,1,13,1,0,1,4,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42799250,48,2,39,1,1,13,1,0,7,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
52808481,41,1,39,2,1,13,1,0,3,11,3,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
40162356,30,1,41,1,1,13,1,12260,1,6,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
43782009,27,2,41,1,1,13,1,12260,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9372620,30,1,42,6,4,15,1,46520,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
10011363,28,2,42,6,4,15,1,46520,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
12992385,53,1,43,1,1,16,2,0,1,13,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
8258317,36,2,46,4,1,16,1,17660,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
9224767,31,1,40,6,1,16,1,17660,1,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8860162,25,2,43,6,1,16,1,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
11457034,46,1,40,4,1,16,2,0,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
94143349,31,2,33,6,2,17,1,16980,1,9,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
56336974,44,2,33,1,1,17,1,16980,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
40932737,46,1,33,1,1,17,1,16980,1,6,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
38217344,45,2,44,2,1,17,1,16980,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
57935189,35,1,40,6,6,17,1,16980,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44228460,41,1,43,6,1,17,1,16980,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
76140697,28,2,43,6,2,17,1,16980,1,9,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
76140697,25,2,43,6,2,17,1,16980,1,9,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
31379768,34,2,39,2,1,17,2,0,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
40639873,54,1,42,1,1,17,1,16980,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44388243,27,1,44,6,1,17,1,16980,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42736673,53,2,45,1,1,17,1,16980,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
51092141,26,1,37,6,1,17,1,14010,1,4,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
51092141,26,1,43,6,1,17,1,14010,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39250619,40,2,43,1,1,17,1,37900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
29032692,35,2,40,6,1,17,1,37900,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
31112049,36,1,43,6,1,17,1,37900,1,4,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
42074478,33,1,39,6,1,17,1,0,7,5,10,-1,1,1,1,1,1,-1,1,1,1,1,1,1,20,7,1
37882945,39,1,40,1,1,18,1,45460,1,4,9,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
41225951,34,2,42,1,1,18,1,45460,1,6,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
40396993,49,1,39,6,1,18,2,0,6,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,20,7,1
41125682,52,1,39,1,1,18,1,26900,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44143050,44,2,39,1,1,18,1,26900,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
32757836,43,2,43,1,1,19,1,19780,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23741111,45,1,39,1,1,19,1,19780,1,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
37430581,25,2,42,6,4,19,1,19780,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
24336874,36,1,40,4,1,20,1,48620,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
18226283,52,1,44,1,4,20,1,45820,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
22946747,51,2,44,1,4,20,1,45820,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
32285463,51,1,40,1,1,21,2,0,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
30157422,48,2,40,1,7,21,2,0,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36826509,28,2,44,6,1,21,1,31140,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36760933,27,2,44,1,1,21,2,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44668532,29,1,39,1,1,21,2,0,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44748214,25,1,39,6,1,21,1,31140,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
24739359,39,1,44,5,1,22,1,35380,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
29250430,35,2,40,1,1,22,1,35380,1,9,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1
24739359,37,1,38,1,1,22,1,35380,2,4,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,20,1,1
19866150,53,2,40,1,1,22,1,12940,1,3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
20395429,27,2,39,6,1,23,2,0,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
19353364,31,1,39,6,1,23,2,0,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
17514443,44,1,46,1,1,23,2,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
17607291,37,1,44,1,1,23,2,0,1,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
16762524,43,1,43,1,1,23,1,12620,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
15165733,47,2,39,1,1,23,1,12620,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
50115540,52,2,39,6,2,24,1,12580,6,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
75750637,26,2,40,6,2,24,1,12580,1,10,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
39239152,34,1,39,1,1,24,1,12580,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,33,1,39,1,1,24,1,12580,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44011967,33,2,43,1,1,24,1,12580,1,9,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36262863,41,1,44,1,1,24,1,12580,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
70964134,48,2,39,1,1,24,1,12580,1,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
45598867,32,1,43,1,1,24,1,47900,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
51343831,31,2,43,1,1,24,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42700230,43,2,43,1,4,24,1,47900,1,9,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41919993,41,1,43,1,4,24,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
50413540,52,1,44,1,1,24,1,15680,1,13,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
46586146,51,2,44,1,1,24,1,15680,5,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
48807614,39,2,39,5,1,24,2,0,1,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
30355993,54,2,44,1,4,25,1,14460,1,10,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
26308771,53,1,39,1,1,25,1,14460,1,3,8,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
28699081,25,1,44,6,4,25,1,14460,1,10,2,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
41436022,28,1,44,6,1,25,1,49340,1,7,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
35751669,38,1,39,5,2,25,1,14460,6,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,20,7,1
38784471,35,2,43,1,1,26,1,22420,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
45434775,46,2,44,1,1,26,1,33780,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41798504,52,1,43,1,1,26,1,33780,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39003086,42,2,44,1,1,26,1,24340,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39302266,44,1,43,1,1,26,1,24340,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
51841784,48,2,40,6,7,26,2,0,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
52883922,31,1,43,1,1,26,1,19820,1,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44366003,33,2,40,1,1,26,1,19820,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42483497,53,1,39,6,1,26,2,0,6,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
42229491,39,1,40,1,1,26,1,40980,1,11,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
38784471,37,2,43,1,1,26,1,40980,1,11,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
30982389,49,2,42,1,2,27,1,33460,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
56133158,44,1,43,1,1,27,1,33460,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
34605307,37,2,46,1,1,27,1,33460,1,13,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
35423301,45,2,44,1,1,27,1,33460,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
34464987,45,1,43,1,1,27,1,33460,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
34605307,35,2,43,1,1,27,1,33460,1,4,9,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,4,1
52361134,35,1,43,1,1,27,1,33460,1,9,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,20,4,1
35960215,46,2,46,1,1,27,1,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
14526759,50,2,39,4,1,28,1,0,1,6,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
26775875,27,1,42,1,1,28,1,27140,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
24651887,28,2,43,1,1,28,1,27140,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
13178152,51,2,39,4,2,28,2,0,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
16551605,48,1,40,4,1,28,1,27140,1,4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36880515,44,1,39,5,1,29,2,0,1,3,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
31463407,43,1,42,1,1,29,1,41180,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
31531439,43,2,39,1,1,29,1,41180,1,8,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
7810761,29,1,43,6,1,30,2,0,1,7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
7810761,29,1,43,6,1,30,2,0,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7810761,29,1,43,6,1,30,2,0,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
7810761,29,1,43,6,1,30,2,0,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
7847002,37,2,43,6,1,30,1,13740,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
8264983,35,1,40,6,1,30,1,13740,1,12,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
11157094,33,2,43,2,1,31,1,36540,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
14983337,50,2,39,1,1,31,2,0,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
15651486,48,1,36,1,1,31,2,0,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
17428594,44,2,33,4,1,31,2,0,1,4,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
23033636,50,1,40,1,1,32,1,29820,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23262325,49,2,44,1,1,32,1,29820,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
21492030,49,2,40,4,1,32,1,0,1,10,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
21904597,29,1,44,1,1,32,1,29820,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
27135506,41,2,40,4,1,32,1,0,1,11,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1
11315577,36,1,42,1,1,33,2,0,2,5,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
14824105,35,2,43,1,1,33,2,0,2,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
11507123,33,1,44,6,1,33,1,14460,1,6,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
40678878,31,2,33,1,1,34,1,35620,7,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,20,7,1
45561009,33,1,33,1,1,34,1,35620,4,3,7,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
48664283,46,2,44,1,4,34,1,35620,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
57030972,35,2,39,5,1,34,1,35620,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
46935562,33,1,39,5,1,34,1,35620,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
40059094,42,2,39,2,1,34,1,0,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
13117980,42,2,40,1,1,35,1,22140,4,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44028277,40,2,44,1,1,36,1,10580,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
53738103,43,1,43,1,1,36,1,10580,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
36760298,35,2,43,1,4,36,1,10580,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
49921459,34,1,43,1,1,36,1,10580,1,8,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
65780579,46,1,43,1,4,36,1,35620,4,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
60925903,40,2,43,1,4,36,1,35620,1,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42467229,51,1,44,1,4,36,1,35620,1,8,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1
47966498,44,2,44,1,4,36,1,35620,1,10,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1
42738988,45,1,43,4,1,36,1,15380,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
56732753,25,1,43,6,4,36,1,35620,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44028277,42,2,39,3,1,36,1,10580,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
47234285,26,2,43,6,1,36,1,10580,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
52312492,34,2,43,1,1,36,1,10580,1,12,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
58531544,33,2,39,3,1,36,1,35620,1,12,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
45757721,26,1,38,6,1,37,2,0,1,4,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
37482139,42,2,43,6,1,37,2,0,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
35439917,47,2,44,1,2,37,1,16740,1,12,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41767605,47,1,43,1,2,37,1,16740,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
39988630,49,1,39,1,1,37,1,39580,1,13,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
45777325,52,2,42,1,1,37,1,39580,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
38878290,25,2,43,6,1,37,1,39580,1,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44365038,42,2,43,4,1,37,1,24780,1,10,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
48450153,39,1,42,1,1,37,1,39580,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42200538,43,2,39,1,1,37,1,39580,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3278722,25,1,39,1,2,38,1,0,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
6471935,35,1,39,1,4,38,2,0,1,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4540597,37,2,39,1,1,38,2,0,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
63276112,30,2,43,6,2,39,1,17140,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
109765524,34,1,43,6,2,39,1,17140,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39937230,52,2,44,1,1,39,1,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
43584042,52,1,43,1,1,39,1,17460,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44339459,52,2,44,1,8,39,1,17460,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
35298468,47,2,42,1,1,39,1,17460,1,8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
24309142,33,1,43,1,1,41,1,32780,1,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
26633993,31,2,43,1,1,41,1,32780,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
26874460,47,1,37,1,1,41,1,0,1,6,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
28842622,41,2,43,4,1,41,1,38900,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
24090043,30,1,39,6,1,41,1,38900,1,5,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
49505027,27,2,43,6,1,42,1,38300,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
50397155,28,1,43,6,1,42,1,38300,1,6,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
60694555,30,1,43,1,3,42,1,38300,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
45122028,30,2,43,1,1,42,1,38300,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
49776300,54,1,39,1,1,42,1,38300,1,6,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
56979597,25,2,44,6,1,42,1,38300,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
43379102,37,1,44,1,1,42,1,10900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
38238036,37,2,44,1,1,42,1,10900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
42312101,53,1,39,1,1,42,1,25420,1,6,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36806362,53,2,43,1,1,42,1,25420,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
40952258,29,2,39,4,1,42,1,25420,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
73455322,34,1,43,1,2,42,1,37980,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
59015115,36,2,44,1,2,42,1,37980,1,13,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
57108682,32,1,43,6,1,42,1,37980,1,5,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
57108682,30,1,43,6,1,42,1,37980,1,5,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
72359178,25,1,43,6,1,42,1,37980,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
15186756,41,1,39,1,1,44,1,39300,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
11383198,27,1,38,6,1,44,1,39300,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
37972516,46,1,43,1,1,45,2,0,1,13,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
28897842,45,2,46,1,1,45,2,0,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
34039127,50,2,40,1,1,45,1,16740,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
