PWSSWGT,age,sex,education,marital_status,race,state_fips,metro_status,cbsa_code,labor_force_status_major,industry_major_recode,PRMJOCC1,hourly_earnings,use_laptop,use_desktop,use_tablet,use_smartphone,internet_at_home,internet_at_work,internet_at_school,internet_at_cafe,internet_while_traveling,HXINLICO,internet_elsewhere_home,internet_other_places,is_random_respondent,internet_usage_count,internet_user
18490627,53,1,39,1,1,1,2,0,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
16016393,45,2,46,1,1,1,2,0,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36290875,54,1,39,4,2,1,1,33860,1,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
36290875,53,1,39,1,2,1,1,19300,5,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
41307609,30,2,40,1,2,1,1,19300,1,8,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
16090386,47,2,43,4,1,1,1,19300,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
18133944,41,2,39,1,1,1,1,13820,7,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
19643230,40,1,40,1,1,1,1,13820,6,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
22738075,37,2,39,1,1,1,2,0,1,9,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
22270507,39,1,39,1,1,1,2,0,1,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
17491169,48,2,43,1,1,1,2,0,6,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
19754364,50,1,42,1,1,1,2,0,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
36560197,31,2,40,6,2,1,1,22520,1,9,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
17666294,33,1,41,5,1,1,2,0,1,3,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
26842339,51,2,43,1,1,1,1,26620,1,13,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
26277396,45,2,39,1,1,1,1,26620,1,5,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
25212234,51,1,40,1,1,1,1,26620,1,5,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
18500440,46,2,43,1,1,1,1,13820,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
23389032,49,1,40,1,1,1,1,13820,1,3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
20792220,48,1,39,6,1,1,1,13820,6,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
25633246,35,2,39,6,2,1,1,13820,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
23201663,43,2,39,6,2,1,1,13820,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
26956014,32,2,44,1,1,1,1,22520,1,9,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
17854423,48,2,39,4,1,1,1,22520,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
25588043,30,1,39,1,1,1,1,22520,1,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23555555,37,1,44,4,1,1,1,12220,1,4,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
18850401,31,2,43,6,1,1,1,26620,1,6,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
19375745,35,2,40,6,1,1,1,26620,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
18850401,31,2,43,6,1,1,1,26620,1,6,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
19375745,35,2,40,6,1,1,1,26620,1,5,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
24603428,42,2,43,6,2,1,1,33660,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
36432524,46,1,39,1,1,1,1,33660,5,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
27031796,47,2,40,4,1,1,1,33660,7,-1,-1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
27112818,46,1,39,6,1,1,1,33660,6,-1,-1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
32136927,36,2,41,6,2,1,1,33860,1,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
27476653,49,1,44,1,2,1,1,19300,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
20859553,47,2,44,1,2,1,1,19300,1,13,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
38455361,38,1,44,1,2,1,2,0,1,10,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
26618582,39,2,44,1,2,1,2,0,1,10,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
20859553,45,2,44,1,2,1,1,33660,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
37722622,44,1,44,1,2,1,1,33660,1,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
25428319,54,1,40,4,2,1,1,33860,1,13,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
18316274,52,2,43,6,1,1,2,0,1,10,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
20499212,53,1,39,4,1,1,2,0,1,2,9,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
23952178,52,1,39,1,1,1,1,19300,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
20063679,48,2,39,1,1,1,1,19300,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
18694515,27,2,39,6,1,1,1,19300,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
24480441,34,1,37,6,1,1,2,0,4,9,3,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
27088922,52,2,44,1,2,1,1,13820,5,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
27485978,50,2,41,4,1,1,1,13820,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
23533203,50,1,31,6,1,9,1,14860,4,3,7,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
31321750,28,1,39,2,1,9,1,14860,4,3,7,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
36578766,40,1,42,6,1,9,1,14860,4,3,7,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
25293677,36,2,33,6,1,9,1,14860,4,9,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
25293677,37,2,33,6,1,9,1,14860,4,9,10,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
27547629,30,2,45,1,4,9,1,14860,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
32013191,30,1,44,1,1,9,1,14860,1,9,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
29369782,48,1,44,4,1,9,1,14860,1,13,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
30104013,36,1,43,1,1,9,1,25540,1,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
32209778,41,2,40,1,1,9,1,25540,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
37494790,30,1,39,6,1,9,1,25540,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
29785376,53,2,43,5,1,9,1,25540,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
25223036,53,1,39,1,1,9,2,0,1,6,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
27243363,41,2,39,1,1,9,2,0,1,13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
29335665,49,2,43,6,1,9,1,25540,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
39926970,40,1,39,6,1,9,1,25540,6,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
30273438,52,2,43,2,1,9,1,35300,2,10,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,1
32272665,41,1,37,5,1,9,1,35300,1,5,9,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
29695150,34,1,44,1,1,9,1,35300,1,6,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
29998822,32,2,44,1,1,9,1,35300,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
57124737,40,2,43,6,3,9,1,35980,1,10,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,-1,8,1
56008127,32,2,40,6,3,9,1,35980,6,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,-1,8,1
30581608,30,2,43,6,1,9,1,35980,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
30273438,52,2,43,1,1,9,1,49340,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
32919593,53,1,43,1,1,9,1,49340,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
25993462,40,2,40,1,1,9,1,14860,1,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
31786839,42,1,39,1,1,9,1,14860,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
15707783,33,1,34,1,3,10,1,20100,1,13,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
10924266,29,2,39,1,3,10,1,20100,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7246757,37,2,40,6,2,10,1,20100,1,11,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
10001746,30,2,43,6,2,10,1,37980,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9619464,41,1,44,1,1,10,1,37980,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8779472,37,2,44,1,1,10,1,37980,1,9,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
9917810,26,2,43,6,1,10,1,37980,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
11021338,36,2,43,6,2,10,1,37980,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
10220659,44,1,39,1,1,10,1,37980,1,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
9996547,39,2,41,1,1,10,1,37980,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9621814,54,2,44,6,2,10,1,37980,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9131409,37,1,44,6,2,10,1,37980,1,6,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
10751997,31,2,43,6,2,10,1,37980,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8536315,45,2,43,1,2,10,1,37980,1,8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8268404,54,1,39,1,2,10,1,37980,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
12622721,29,1,44,6,1,10,1,37980,1,8,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
12622721,27,1,44,6,1,10,1,37980,1,8,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
9687150,50,1,40,1,2,10,1,37980,1,12,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
7971962,48,2,42,1,2,10,1,37980,1,10,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
6909415,48,2,39,1,1,10,1,37980,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9530401,44,1,40,1,2,10,1,37980,1,12,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
10698668,40,2,40,1,2,10,1,37980,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
8927769,44,2,43,1,1,10,1,37980,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
10317154,44,1,45,1,1,10,1,37980,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
8115851,53,1,42,4,2,10,1,37980,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
8378818,47,2,39,4,2,10,1,37980,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
10907470,26,1,43,6,1,10,1,37980,1,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
10312448,29,2,44,6,1,10,1,37980,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
6559326,42,2,39,6,2,10,1,37980,1,5,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
7246757,38,2,39,6,2,10,1,37980,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
8788387,27,1,46,6,2,10,1,20100,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3963916,31,2,44,6,1,11,1,47900,1,7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4298239,33,1,44,6,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3963916,31,2,45,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4315938,38,1,45,1,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3476372,36,2,43,1,1,11,1,47900,1,12,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3963916,32,2,43,6,1,11,1,47900,1,7,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6589151,53,1,44,2,1,11,1,47900,1,13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9540815,33,2,43,6,2,11,1,47900,1,11,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4977813,28,1,45,1,1,11,1,47900,1,13,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
4612048,29,2,43,1,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4196391,30,1,44,6,1,11,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3800039,36,2,45,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4585669,53,1,44,6,4,11,1,47900,1,7,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4859862,29,1,43,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4328977,42,1,45,1,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3872042,42,2,44,1,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
4078199,25,2,43,6,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
5452741,49,1,46,6,1,11,1,47900,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4958892,51,2,46,6,4,11,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
5203046,26,2,45,6,1,11,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3840704,48,1,46,1,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3382840,50,2,46,1,1,11,1,47900,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3382840,53,2,44,6,1,11,1,47900,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4213670,37,1,43,1,1,11,1,47900,1,13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3869990,34,2,43,1,1,11,1,47900,1,13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7506404,51,1,44,6,2,11,1,47900,2,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7443895,25,1,39,6,2,11,1,47900,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
5168210,46,1,40,6,2,11,1,47900,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
2929446,25,2,43,6,4,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4309950,32,2,44,1,1,11,1,47900,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9664328,27,1,43,1,2,11,1,47900,1,6,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
3735195,33,2,44,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4059533,34,1,44,6,1,11,1,47900,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
10980685,38,2,39,1,2,11,1,47900,1,11,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
9332691,38,1,39,1,2,11,1,47900,1,9,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
51300777,32,2,39,2,1,12,1,23540,5,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
40564704,50,1,37,1,1,12,1,37460,1,6,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
37694249,45,2,37,1,1,12,1,37460,1,6,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
40564704,51,1,37,6,1,12,1,37460,1,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44835115,39,1,40,6,1,12,1,37340,1,8,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
42466111,44,1,39,4,1,12,1,19660,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
37441467,35,2,39,4,1,12,1,19660,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41386841,40,1,42,6,1,12,1,37340,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
36489897,39,2,43,6,1,12,1,37340,1,12,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
41386841,43,1,39,6,1,12,1,37340,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
43695637,39,1,39,6,1,12,1,37340,7,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,7,1
41696392,54,2,39,4,1,12,1,33100,1,5,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
62327345,25,1,39,6,1,12,1,33100,1,13,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44497207,53,2,39,1,4,12,1,33100,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
65660314,40,2,44,4,2,12,1,33100,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
60917341,38,2,43,6,2,12,1,33100,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
65527123,50,1,38,2,1,12,1,33100,1,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
52700091,29,2,39,6,1,12,1,27260,1,11,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
44275778,39,1,38,3,1,12,1,34940,5,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
38512131,50,2,36,1,1,12,1,34940,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
42726872,50,1,37,1,1,12,1,34940,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
38512131,50,2,43,1,1,12,1,34940,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
43605053,41,2,39,4,2,12,1,34940,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
36242046,51,2,39,4,2,12,1,34940,6,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
34296754,41,2,39,6,1,12,1,34940,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
37086477,45,2,43,4,1,12,1,34940,1,12,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
54018615,33,2,46,6,1,12,1,27260,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
61852136,43,1,42,1,1,12,1,27260,1,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
50147500,47,2,40,1,1,12,1,27260,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
57881646,35,1,43,6,1,12,1,27260,1,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
50062173,38,2,33,1,1,12,1,37860,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
52595015,49,1,40,1,1,12,1,37860,1,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
58238570,36,1,39,6,2,12,1,37860,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
60356739,28,1,39,6,1,12,1,45300,1,8,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
60356739,29,1,43,6,1,12,1,45300,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
44639168,37,2,32,6,1,12,1,45300,3,9,3,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
42509751,50,1,44,1,1,12,1,45300,1,13,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
41453073,51,2,43,1,1,12,1,45300,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
47058689,54,1,43,4,1,12,1,45300,1,9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
43946227,34,2,44,4,1,12,1,45300,1,10,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
71096985,33,2,44,4,2,12,1,45300,1,10,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
37711291,45,2,43,1,1,12,1,45300,1,8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
32547480,47,1,44,1,4,12,1,45300,1,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
45396370,50,1,43,1,1,12,1,45300,1,9,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,20,2,1
44759366,49,2,44,1,1,12,1,45300,1,11,3,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,2,1
55764583,51,1,38,1,1,12,1,45300,1,4,9,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
46970101,47,2,38,1,1,12,1,45300,1,10,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
49473382,50,2,45,1,1,12,1,45300,2,5,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
60402478,25,1,39,1,2,12,1,36740,1,5,8,-1,0,0,0,0,1,1,1,1,1,1,1,1,20,8,1
47197082,49,2,39,4,2,12,1,36740,1,13,5,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,8,1
57113054,28,1,40,6,1,12,1,36740,1,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
43074513,53,1,40,1,1,12,1,15980,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
40389110,54,2,42,1,1,12,1,15980,1,3,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
41370639,47,2,39,6,1,12,1,45220,1,5,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
47592819,46,1,43,4,1,12,1,45220,1,13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
49166749,53,2,39,4,1,12,1,45220,1,10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
44523827,54,1,39,6,1,12,1,36100,1,6,10,-1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,1
47033417,39,1,42,1,1,12,1,45300,1,13,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
49254984,36,2,43,1,1,12,1,45300,1,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
54421291,28,1,44,6,1,12,1,33100,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
54421291,25,1,40,6,1,12,1,33100,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
66600979,52,1,43,1,1,12,1,33100,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
38708044,35,2,39,6,1,12,1,33100,1,3,7,-1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,1
50806084,27,2,43,6,1,12,1,33100,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
58720786,51,1,39,4,1,12,1,33100,1,12,8,-1,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0
54055639,49,2,39,4,2,12,1,33100,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
52120765,38,1,39,2,1,12,1,33100,1,9,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
55632022,31,1,43,6,1,12,1,33100,1,11,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
54888773,30,2,44,5,1,12,1,33100,1,10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
65527123,50,1,38,4,1,12,1,33100,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
47938358,37,1,43,6,1,12,1,33100,4,5,5,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
47938358,37,1,43,6,1,12,1,33100,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
55632022,33,1,43,6,1,12,1,33100,1,12,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
63750883,44,1,39,4,1,12,1,33100,4,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
49904501,50,2,43,1,1,12,1,45300,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
60648684,53,1,43,1,1,12,1,45300,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39505449,47,2,44,1,1,12,1,33100,7,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
44401327,46,1,44,1,1,12,1,33100,1,9,7,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
46687768,42,2,45,4,1,12,1,33100,1,8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
45062917,26,1,39,6,1,12,1,33100,1,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
39744429,29,1,39,6,1,12,1,36740,1,11,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
97505523,49,1,42,4,6,12,1,36740,7,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,20,0,0
71120082,47,1,39,1,2,12,1,36740,1,3,8,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,8,1
