hrhhid2,HUFINAL,OCCURNUM,HUINTTYP,HURESPLI,HUPRSCNT,HUTYPEA,HUTYPB,HUTYPC,HUBUS,HUBUSL1,HUBUSL2,HUBUSL3,HUBUSL4,HRMIS,HRMONTH,HRYEAR4,HRLONGLK,qstnum,gereg,gestfips,gediv,hehousut,hxhousut,hephoneo,hxphoneo,hetelavl,hxtelavl,hetelhhd,hxtelhhd,hrhtype,hrintsta,hrnumhou,hefaminc,hxfaminc,hwhhwgt,hwhhwtln,PULINENO,PUCHINHH,PUWK,PUBUS1,PUDIS,PULAY,PUHROFF1,PUHROFF2,PUHROT1,PUHROT2,PUABSOT,PUBUSCK1,PUBUSCK2,PUBUSCK3,PUBUSCK4,PURETOT,PUHRCK1,PUHRCK2,PUHRCK3,PUHRCK4,PUHRCK5,PUHRCK6,PUHRCK7,PUHRCK12,PULAYDT,PULAY6M,PULAYAVR,PULK,PULKAVR,PULAYCK1,PULAYCK2,PULAYCK3,PUDWCK1,PUDWCK2,PUDWCK3,PUDWCK4,PUDWCK5,PUJHCK1,PUJHCK2,PUJHDP1O,PUJHCK3,PUJHCK4,PUJHCK5,PULKM2,PULKM3,PULKM4,PULKM5,PULKM6,PULKDK1,PULKDK2,PULKDK3,PULKDK4,PULKDK5,PULKDK6,PULKPS1,PULKPS2,PULKPS3,PULKPS4,PULKPS5,PULKPS6,PUIOCK1,PUIOCK2,PUIOCK3,PUIODP1,PUIODP2,PUIODP3,PUIO1MFG,PUIO2MFG,PUNLFCK1,PUNLFCK2,PUSLFPRX,PUDIS1,PUDIS2,PUBUS2OT,perrp,pxrrp,pxage,peafnow,pxafnow,pesex,pxsex,pemaritl,pxmaritl,pxrace1,pehspnon,pxhspnon,peeduca,pxeduca,peafever,pxafever,peafwhn1,pxafwhn1,peafwhn2,peafwhn3,peafwhn4,pespouse,pxspouse,penatvty,pxnatvty,pemntvty,pxmntvty,pefntvty,pxfntvty,pxinusyr,pedipged,pxdipged,pehgcomp,pxhgcomp,pecyc,pxcyc,pepar1,pxpar1,pepar2,pxpar2,pepar1typ,pxpar1typ,pepar2typ,pxpar2typ,prdasian,prmarsta,ptdtrace,prdthsp,prpertyp,prfamnum,prfamtyp,prfamrel,prnmchld,prchld,prcitflg,prcitshp,prinuyer,prtage,prtfage,pecohab,pxcohab,peabspdo,peabsrsn,pedwavl,pedwavr,pedwlko,pedwlkwk,pedwrsn,pedwwk,pedwwnto,pedw4wk,pehractt,pehract1,pehract2,pehravl,pehrftpt,pehrrsn1,pehrrsn2,pehrrsn3,pehruslt,pehrusl1,pehrusl2,pehrwant,pejhrsn,pejhwant,pejhwko,pelayavl,pelaydur,pelayfto,pelaylk,pelkavl,pelkdur,pelkfto,pelkll1o,pelkll2o,pelklwo,pelkm1,pemjnum,pemjot,pemlr,penlfact,penlfjh,penlfret,peret1,pxabspdo,pxabsrsn,pxdwavl,pxdwavr,pxdwlko,pxdwlkwk,pxdwrsn,pxdwwk,pxdwwnto,pxdw4wk,pxhractt,pxhract1,pxhract2,pxhravl,pxhrftpt,pxhrrsn1,pxhrrsn2,pxhrrsn3,pxhruslt,pxhrusl1,pxhrusl2,pxhrwant,pxjhrsn,pxjhwant,pxjhwko,pxlayavl,pxlaydur,pxlayfto,pxlaylk,pxlkavl,pxlkdur,pxlkfto,pxlkll1o,pxlkll2o,pxlklwo,pxlkm1,pxmjnum,pxmjot,pxmlr,pxnlfact,pxnlfjh,pxnlfret,pxret1,prabsrea,prcivlf,prdisc,premphrs,prempnot,prexplf,prftlf,prhrusl,prjobsea,prpthrs,prptrea,prunedur,pruntype,prwksch,prwkstat,prwntjob,peio1icd,peio2icd,peio1cow,peio2cow,pepdemp1,pepdemp2,pxio1icd,pxio2icd,pxio1ocd,pxio2ocd,pxio1cow,pxio2cow,pxpdemp1,pxpdemp2,pxnmemp1,pxnmemp2,prioelg,premp,prcow1,prcow2,prnagws,prnagpws,prdtcow1,prdtcow2,prmjind1,prmjind2,primind1,primind2,prmjocc1,prmjocc2,prdtind1,prdtind2,prdtocc1,prdtocc2,pragna,prsjmj,prcowpg,prmjocgr,peernper,peernhry,peernuot,peernwkp,peernrt,peernhro,peernlab,peerncov,pxernper,pxernhry,pxernuot,pxernwkp,pxernrt,pxernh2,pxernh1o,pxernhro,pxern,pxernlab,pxerncov,prerelg,prwernal,prhernal,peschlvl,peschenr,peschft,pxschlvl,pxschenr,pxschft,prnlfsch,pedisear,pediseye,pedisrem,pedisphy,pedisdrs,pedisout,pxdisear,pxdiseye,pxdisrem,pxdisphy,pxdisdrs,pxdisout,prdisflg,pecert1,pecert2,pecert3,pxcert1,pxcert2,pxcert3,pxtlwk,pxtlwkhr,pwsswgt,pwlgwgt,pwvetwgt,pworwgt,pwfmwgt,pwcmpwgt,pttlwk,pttlwkhr,prernmin,pternhly,pternh1o,pternh2,pternh1c,pternwa,ptern,ptern2,ptio1ocd,ptio2ocd,ptnmemp1,ptnmemp2,hrhhid,ptot,ptwk,pthr,gtcbsa,gtco,gtcbsast,gtcbsasz,gtcsa,gtmetsta,gtindvpc
19011,201,2,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,322,3,10,5,1,0,1,0,-1,1,1,0,1,1,2,15,0,6600342,2,2,9,1,-1,-1,-1,1,8,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,2,-1,-1,-1,42,0,0,2,0,2,0,1,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,1,0,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,2,0,0,0,1,0,57,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,32,-1,-1,-1,-1,-1,4,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,16,1,1,1,4,-1,0,4,-1,-1,1,4,-1,8370,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,2,-1,43,-1,6,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,0,0,0,0,0,0,1,2,-1,-1,20,0,0,0,0,6600342,9877834,6519457,0,6600342,6531430,1,8,-1,-1,-1,-1,-1,-1,-1,-1,2012,-1,-1,-1,7.06054E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,323,3,10,5,1,0,1,0,-1,1,1,0,7,1,1,13,0,6249843,1,1,9,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,41,0,0,2,0,2,0,6,0,0,2,0,43,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,7,1,-1,2,0,2,0,0,0,0,1,0,64,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,6249843,9353289,6422854,0,6249843,6431203,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.72054E+13,0,0,0,37980,3,4,7,428,1,0
19011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,4,1,2026,2,324,3,10,5,1,0,1,0,-1,1,1,0,6,1,1,15,23,8944765,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,4,3,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,41,0,23,2,21,1,0,3,0,0,2,0,44,0,2,21,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,4,2,-1,2,0,2,0,0,0,0,1,0,64,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,5,-1,7,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,13,1,1,2,1,-1,10,21,-1,-1,1,7,-1,8590,-1,5,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,11,-1,17,-1,3,-1,44,-1,15,-1,2,1,1,2,2,2,2,-1,2,-1,2,2,13,42,41,1,11,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,1,20,20,20,0,-1,8944765,13333809,8923244,36580299,8944765,8881225,2,-1,-1,-1,-1,-1,-1,60000,-1,-1,4621,-1,-1,-1,2.00976E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2026,2,325,3,10,5,1,0,1,0,-1,1,1,0,4,1,5,16,0,11777653,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,40,0,0,2,0,2,0,4,0,0,2,0,44,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,5,2,-1,2,1,1,1,0,0,0,1,0,59,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,-1,-1,-1,-1,-1,-1,60,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,22,1,1,1,6,-1,-1,-1,-1,-1,1,2,-1,8380,-1,5,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,1,-1,43,-1,1,-1,2,1,1,1,2,2,2,-1,2,-1,2,2,13,42,41,1,11,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,0,0,0,0,0,0,1,2,-1,-1,20,0,0,0,-1,11777653,17626011,11534822,47919259,11777653,11573775,2,-1,-1,-1,-1,-1,-1,254000,-1,-1,420,-1,-1,-1,7.9066E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,2,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2026,2,325,3,10,5,1,0,1,0,-1,1,1,0,4,1,5,16,0,11777653,1,2,9,4,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,1,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,1,0,-1,1,1,0,-1,1,-1,7,2,4,2,1,1,3,0,0,0,1,0,40,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,2,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,1,2,2,1,0,0,0,0,0,0,1,1,1,-1,20,20,0,,,19167871,28573220,18614138,78100405,19167871,18811315,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.9066E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,3,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2026,2,325,3,10,5,1,0,1,0,-1,1,1,0,4,1,5,16,0,11777653,1,3,9,4,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,1,0,-1,1,1,0,-1,1,-1,7,2,-1,2,1,1,3,0,0,0,1,0,36,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,2,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,1,2,2,1,0,0,0,0,0,0,1,1,1,-1,20,20,0,,,15061717,22452246,13149188,55595180,15061717,13390692,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.9066E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,4,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2026,2,325,3,10,5,1,0,1,0,-1,1,1,0,4,1,5,16,0,11777653,1,4,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,2,0,8,0,-1,1,1,0,-1,1,1,0,-1,1,-1,7,2,-1,2,1,1,3,0,0,0,1,0,35,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7690,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,9,-1,14,-1,3,-1,38,-1,14,-1,2,1,1,2,1,1,2,-1,-1,40,2,2,13,42,41,1,1,1,41,11,1,0,0,1,1,1,-1,2,-1,1,0,1,2,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,1,20,20,20,0,-1,15061717,22452246,15232275,63110244,15061717,15406951,2,-1,-1,2450,2450,-1,-1,98000,-1,-1,4240,-1,-1,-1,7.9066E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,5,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,2026,2,325,3,10,5,1,0,1,0,-1,1,1,0,4,1,5,16,0,11777653,1,5,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,4,-1,-1,-1,2,-1,-1,-1,49,0,0,2,0,2,0,6,0,0,1,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,7,2,4,2,1,1,4,0,0,0,1,0,20,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,8590,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,11,-1,17,-1,3,-1,44,-1,14,-1,2,1,1,2,1,1,2,-1,-1,40,2,2,13,42,41,1,1,1,41,11,1,0,0,1,1,1,-1,2,-1,1,0,1,2,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,2,20,20,0,0,-1,13894855,20794540,13306621,47937742,13894855,13306621,2,-1,-1,2300,2300,-1,-1,92000,-1,-1,4220,-1,-1,-1,7.9066E+14,0,0,0,37980,3,4,7,428,1,0
19011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,326,3,10,5,1,0,1,0,-1,1,1,0,1,1,3,16,0,11228304,2,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,40,0,23,2,21,1,0,1,0,0,2,0,43,0,2,21,-1,1,-1,-1,-1,2,0,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,1,1,1,0,1,0,41,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,9590,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,1,-1,1,-1,7,-1,13,-1,21,-1,1,-1,51,-1,1,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,41,1,2,2,2,1,2,2,2,0,0,0,0,0,0,1,2,-1,-1,20,0,0,0,-1,8935509,13320011,8677559,0,11228304,8748471,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,440,-1,-1,-1,7.04411E+12,0,0,0,37980,3,4,7,428,1,0
19011,201,2,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,326,3,10,5,1,0,1,0,-1,1,1,0,1,1,3,16,0,11228304,2,2,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,1,-1,-1,-1,2,-1,-1,-1,42,0,23,2,21,2,0,1,0,0,2,0,44,0,2,21,-1,1,-1,-1,-1,1,0,364,-1,364,-1,364,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,2,1,1,0,5,28,42,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,1180,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,4,-1,5,-1,1,-1,14,-1,2,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,41,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,11228304,16803876,11060880,0,11228304,11074341,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,-1,-1,-1,7.04411E+12,0,0,0,37980,3,4,7,428,1,0
19011,201,3,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,326,3,10,5,1,0,1,0,-1,1,1,0,1,1,3,16,0,11228304,2,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,23,-1,0,2,0,-1,0,0,2,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,57,-1,364,-1,57,-1,-1,-1,0,-1,0,-1,0,2,0,1,0,1,0,1,0,-1,-1,1,-1,1,1,1,3,0,0,0,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,9165412,0,0,0,9165412,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.04411E+12,0,0,0,37980,3,4,7,428,1,0
