hrhhid2,HUFINAL,OCCURNUM,HUINTTYP,HURESPLI,HUPRSCNT,HUTYPEA,HUTYPB,HUTYPC,HUBUS,HUBUSL1,HUBUSL2,HUBUSL3,HUBUSL4,HRMIS,HRMONTH,HRYEAR4,HRLONGLK,qstnum,gereg,gestfips,gediv,hehousut,hxhousut,hephoneo,hxphoneo,hetelavl,hxtelavl,hetelhhd,hxtelhhd,hrhtype,hrintsta,hrnumhou,hefaminc,hxfaminc,hwhhwgt,hwhhwtln,PULINENO,PUCHINHH,PUWK,PUBUS1,PUDIS,PULAY,PUHROFF1,PUHROFF2,PUHROT1,PUHROT2,PUABSOT,PUBUSCK1,PUBUSCK2,PUBUSCK3,PUBUSCK4,PURETOT,PUHRCK1,PUHRCK2,PUHRCK3,PUHRCK4,PUHRCK5,PUHRCK6,PUHRCK7,PUHRCK12,PULAYDT,PULAY6M,PULAYAVR,PULK,PULKAVR,PULAYCK1,PULAYCK2,PULAYCK3,PUDWCK1,PUDWCK2,PUDWCK3,PUDWCK4,PUDWCK5,PUJHCK1,PUJHCK2,PUJHDP1O,PUJHCK3,PUJHCK4,PUJHCK5,PULKM2,PULKM3,PULKM4,PULKM5,PULKM6,PULKDK1,PULKDK2,PULKDK3,PULKDK4,PULKDK5,PULKDK6,PULKPS1,PULKPS2,PULKPS3,PULKPS4,PULKPS5,PULKPS6,PUIOCK1,PUIOCK2,PUIOCK3,PUIODP1,PUIODP2,PUIODP3,PUIO1MFG,PUIO2MFG,PUNLFCK1,PUNLFCK2,PUSLFPRX,PUDIS1,PUDIS2,PUBUS2OT,perrp,pxrrp,pxage,peafnow,pxafnow,pesex,pxsex,pemaritl,pxmaritl,pxrace1,pehspnon,pxhspnon,peeduca,pxeduca,peafever,pxafever,peafwhn1,pxafwhn1,peafwhn2,peafwhn3,peafwhn4,pespouse,pxspouse,penatvty,pxnatvty,pemntvty,pxmntvty,pefntvty,pxfntvty,pxinusyr,pedipged,pxdipged,pehgcomp,pxhgcomp,pecyc,pxcyc,pepar1,pxpar1,pepar2,pxpar2,pepar1typ,pxpar1typ,pepar2typ,pxpar2typ,prdasian,prmarsta,ptdtrace,prdthsp,prpertyp,prfamnum,prfamtyp,prfamrel,prnmchld,prchld,prcitflg,prcitshp,prinuyer,prtage,prtfage,pecohab,pxcohab,peabspdo,peabsrsn,pedwavl,pedwavr,pedwlko,pedwlkwk,pedwrsn,pedwwk,pedwwnto,pedw4wk,pehractt,pehract1,pehract2,pehravl,pehrftpt,pehrrsn1,pehrrsn2,pehrrsn3,pehruslt,pehrusl1,pehrusl2,pehrwant,pejhrsn,pejhwant,pejhwko,pelayavl,pelaydur,pelayfto,pelaylk,pelkavl,pelkdur,pelkfto,pelkll1o,pelkll2o,pelklwo,pelkm1,pemjnum,pemjot,pemlr,penlfact,penlfjh,penlfret,peret1,pxabspdo,pxabsrsn,pxdwavl,pxdwavr,pxdwlko,pxdwlkwk,pxdwrsn,pxdwwk,pxdwwnto,pxdw4wk,pxhractt,pxhract1,pxhract2,pxhravl,pxhrftpt,pxhrrsn1,pxhrrsn2,pxhrrsn3,pxhruslt,pxhrusl1,pxhrusl2,pxhrwant,pxjhrsn,pxjhwant,pxjhwko,pxlayavl,pxlaydur,pxlayfto,pxlaylk,pxlkavl,pxlkdur,pxlkfto,pxlkll1o,pxlkll2o,pxlklwo,pxlkm1,pxmjnum,pxmjot,pxmlr,pxnlfact,pxnlfjh,pxnlfret,pxret1,prabsrea,prcivlf,prdisc,premphrs,prempnot,prexplf,prftlf,prhrusl,prjobsea,prpthrs,prptrea,prunedur,pruntype,prwksch,prwkstat,prwntjob,peio1icd,peio2icd,peio1cow,peio2cow,pepdemp1,pepdemp2,pxio1icd,pxio2icd,pxio1ocd,pxio2ocd,pxio1cow,pxio2cow,pxpdemp1,pxpdemp2,pxnmemp1,pxnmemp2,prioelg,premp,prcow1,prcow2,prnagws,prnagpws,prdtcow1,prdtcow2,prmjind1,prmjind2,primind1,primind2,prmjocc1,prmjocc2,prdtind1,prdtind2,prdtocc1,prdtocc2,pragna,prsjmj,prcowpg,prmjocgr,peernper,peernhry,peernuot,peernwkp,peernrt,peernhro,peernlab,peerncov,pxernper,pxernhry,pxernuot,pxernwkp,pxernrt,pxernh2,pxernh1o,pxernhro,pxern,pxernlab,pxerncov,prerelg,prwernal,prhernal,peschlvl,peschenr,peschft,pxschlvl,pxschenr,pxschft,prnlfsch,pedisear,pediseye,pedisrem,pedisphy,pedisdrs,pedisout,pxdisear,pxdiseye,pxdisrem,pxdisphy,pxdisdrs,pxdisout,prdisflg,pecert1,pecert2,pecert3,pxcert1,pxcert2,pxcert3,pxtlwk,pxtlwkhr,pwsswgt,pwlgwgt,pwvetwgt,pworwgt,pwfmwgt,pwcmpwgt,pttlwk,pttlwkhr,prernmin,pternhly,pternh1o,pternh2,pternh1c,pternwa,ptern,ptern2,ptio1ocd,ptio2ocd,ptnmemp1,ptnmemp2,hrhhid,ptot,ptwk,pthr,gtcbsa,gtco,gtcbsast,gtcbsasz,gtcsa,gtmetsta,gtindvpc
18011,201,3,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,7,1,2026,2,139,3,1,6,1,0,1,0,-1,1,1,0,1,1,3,16,0,36859273,1,3,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,1,-1,-1,-1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,1,0,2,0,1,0,1,0,-1,7,1,-1,2,1,1,3,0,0,0,1,0,20,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,770,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,-1,6,-1,3,-1,3,-1,7,-1,4,-1,19,-1,2,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,20,20,20,0,-1,31596000,47099620,31188087,0,31596000,31124585,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,6355,-1,-1,-1,7.91301E+14,0,0,0,13820,0,2,5,0,1,0
18011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,6,1,2026,2,140,3,1,6,1,0,1,0,-1,1,1,0,7,1,1,14,0,32532290,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,41,0,0,2,0,2,0,6,0,0,2,0,44,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,7,2,-1,2,0,2,0,0,0,0,1,0,44,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,6992,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,8,-1,11,-1,1,-1,33,-1,2,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,0,32532290,48686653,31088767,0,32532290,31149920,1,40,-1,-1,-1,-1,-1,-1,-1,-1,640,-1,-1,-1,6.90301E+14,0,0,0,13820,0,2,5,0,1,0
18011,219,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2026,2,141,3,1,6,1,0,1,0,-1,1,1,0,0,2,0,-1,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14E+14,0,0,0,22520,0,4,2,0,1,0
18011,219,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2026,2,142,3,1,6,1,0,0,0,-1,1,-1,1,0,2,0,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00804E+14,0,0,0,13820,0,2,5,0,1,0
18011,219,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2026,2,143,3,1,6,1,0,0,0,-1,1,-1,1,0,2,0,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1046E+14,0,0,0,13820,0,2,5,0,1,0
19011,219,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2026,2,144,3,1,6,1,0,1,0,-1,1,-1,1,0,2,0,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.116E+14,0,0,0,13820,0,2,5,0,1,0
19011,229,1,-1,-1,0,-1,5,-1,-1,-1,-1,-1,-1,3,1,2026,2,145,3,1,6,1,20,0,0,-1,1,-1,1,0,3,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,6.50871E+14,0,0,0,13820,0,2,5,0,1,0
20011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,146,3,1,6,1,0,1,0,-1,1,1,0,7,1,1,12,0,32231798,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,1,5,5,-1,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,41,0,0,2,0,2,0,6,0,0,2,0,43,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,7,1,-1,2,0,2,0,0,0,0,1,0,27,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,40,40,-1,-1,-1,-1,-1,45,40,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,22,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7860,-1,3,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,3,-1,1,-1,9,-1,10,-1,15,-1,2,-1,40,-1,8,-1,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,1,20,20,20,0,-1,32231798,48236948,31716117,0,32231798,31753936,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2310,-1,-1,-1,6.11439E+13,0,0,0,26620,0,2,3,0,1,0
18011,219,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2026,2,147,3,1,6,5,0,1,0,-1,1,1,0,0,2,0,-1,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80531E+14,0,0,0,0,0,3,0,0,2,0
19011,219,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2026,2,148,3,1,6,1,0,0,0,-1,1,-1,1,0,2,0,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71101E+14,0,0,0,0,0,3,0,0,2,0
20011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,149,3,1,6,1,0,1,0,-1,1,1,0,6,1,2,1,0,42389186,1,1,9,1,-1,-1,-1,1,5,2,-1,-1,-1,-1,-1,-1,-1,2,5,4,3,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,4,-1,-1,-1,1,-1,-1,-1,41,0,0,2,0,1,0,6,0,0,2,0,40,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,4,0,-1,1,-1,1,-1,1,-1,1,-1,7,1,-1,2,0,2,0,0,0,0,1,0,22,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,-1,-1,-1,4,-1,15,15,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,13,1,1,2,1,-1,10,20,-1,-1,1,7,-1,8680,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,11,-1,18,-1,10,-1,46,-1,22,-1,2,1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,1,1,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,0,0,0,0,-1,42389186,0,41841930,0,42389186,41756736,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,9620,-1,-1,-1,4.11007E+12,0,0,0,46220,125,4,3,0,1,0
20011,201,2,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,149,3,1,6,1,0,1,0,-1,1,1,0,6,1,2,1,0,42389186,1,2,9,2,-1,-1,2,-1,-1,-1,-1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,55,0,0,2,0,1,0,6,0,0,2,0,40,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,4,0,-1,1,-1,1,-1,1,-1,1,-1,7,1,-1,2,0,5,0,0,0,0,1,0,21,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,1,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,0,0,0,,,42389186,0,43351396,0,42389186,43246937,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.11007E+12,0,0,0,46220,125,4,3,0,1,0
18011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,8,1,2026,2,150,1,9,1,1,0,1,0,-1,1,1,0,6,1,1,10,0,42509727,1,1,9,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,41,0,0,2,0,1,0,2,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,301,-1,116,-1,116,-1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,3,1,-1,2,0,2,0,0,0,0,4,4,68,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,2,-1,2,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,42509727,63368527,43045929,172885044,42509727,42589782,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.51638E+14,0,0,0,14860,1,1,4,408,1,0
18011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,8,1,2026,2,151,1,9,1,1,0,1,0,-1,1,1,0,7,1,1,9,0,35027804,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,4,3,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,4,-1,-1,-1,1,-1,-1,-1,41,0,0,2,0,2,0,3,0,0,2,0,44,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,120,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,4,1,-1,2,0,2,0,0,0,0,1,0,78,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,5,-1,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,12,1,1,2,1,-1,9,21,-1,-1,1,7,-1,7860,-1,5,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,15,-1,3,-1,40,-1,15,-1,2,1,1,2,1,1,2,-1,-1,4,2,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,1,20,20,0,0,-1,35027804,52421351,34108800,130200190,35027804,34138790,2,-1,-1,1750,1750,-1,-1,7000,-1,-1,4600,-1,-1,-1,1.90579E+14,0,0,0,49340,15,2,4,148,1,0
18011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,8,1,2026,2,152,1,9,1,1,0,1,0,-1,1,1,0,1,1,2,12,0,35027804,1,1,9,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,40,0,0,2,0,2,0,1,0,0,2,0,43,0,2,0,-1,1,-1,-1,-1,2,0,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,1,0,0,0,1,0,75,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,2,-1,2,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,35027804,52421351,34984812,142931551,35027804,34982633,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0619E+14,0,0,0,49340,15,2,4,148,1,0
